total_area_sqft,property_type,sector,plot_area_missing,bathrooms,society,area_per_bedroom,servant_room,bedrooms,furnishing_type,balcony,facing,luxury_category,age_possession,pooja_room,price_in_cr
1359.0,Independent Builder Floor,sector 104,1,2,Hero Homes,453.0,0,3,Unfurnished,2,north,Luxury,New Property,0,1.82
1494.0,Flat,sector 89,1,3,m3m soulitude,498.0,0,3,Unfurnished,2,north-east,Luxury,New Property,0,1.54
2700.0,Independent Builder Floor,sector 67,1,4,Ansal API Esencia,675.0,1,4,Semi-Furnished,2,west,Semi-Luxury,New Property,0,3.2
3297.0,Flat,sector 67,1,4,m3m merlin,824.25,1,4,Unfurnished,3,north,Budget,Relatively New,0,6.15
1800.0,Independent House,sector 23,0,9,"Sector 23A, Gurgaon",200.0,0,9,Unfurnished,3+,south-west,Semi-Luxury,Moderately Old,1,6.0
1260.0,Independent House,sector 31,0,4,HUDA Housing Board Colony,315.0,0,4,Unfurnished,3,north,Semi-Luxury,Old Property,1,3.1
3240.0,Independent House,sector 41,0,6,"Block P South city 1, Gurgaon",324.0,0,10,Semi-Furnished,3+,south-east,Budget,Moderately Old,1,11.0
2799.0,Independent House,sector 49,0,14,"Block S Uppals Southend, Gurgaon",215.30769230769232,1,13,Unfurnished,3+,west,Budget,Moderately Old,0,12.0
2826.0,Independent House,sector 49,0,3,"Block S Uppals Southend, Gurgaon",942.0,0,3,Unfurnished,2,east,Semi-Luxury,Moderately Old,1,2.3
2700.0,Flat,sector 43,1,4,navyug apartments,675.0,1,4,Unfurnished,3,north-west,Budget,Old Property,0,3.87
1725.0,Flat,sector 84,1,3,antriksh heights,575.0,0,3,Unfurnished,3,west,Semi-Luxury,Moderately Old,0,1.56
1440.0,Independent House,sector 5,0,2,"Sector 5, Gurgaon",720.0,0,2,Unfurnished,2,south,Budget,Old Property,1,3.45
1210.0,Independent Builder Floor,sector 33,1,2,Central Park Flower Valley Cerise Floors,403.3333333333333,0,3,Unfurnished,3,east,Budget,Relatively New,0,1.75
1836.0,Independent Builder Floor,sector 45,1,3,"Sector 45, Gurgaon",612.0,0,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,2.8
2002.0,Flat,sector 106,1,3,godrej meridien,667.3333333333334,1,3,Unfurnished,3,west,Budget,New Property,0,3.1
4572.0,Independent Builder Floor,sector 48,1,5,Vipul World,914.4,0,5,Unfurnished,2,east,Budget,New Property,1,6.3
2400.0,Flat,sector 24,1,3,ambience lagoon,800.0,1,3,Furnished,2,east,Budget,Old Property,1,4.7
4950.0,Flat,sector 85,1,7,ss the leaf,990.0,1,5,Unfurnished,3,east,Budget,Relatively New,0,5.45
1490.0,Flat,sector 79,1,3,mapsko mount ville,496.6666666666667,0,3,Semi-Furnished,3,south-west,Luxury,Relatively New,0,1.78
3078.0,Independent Builder Floor,sector 45,1,4,"Sector 45, Gurgaon",769.5,1,4,Semi-Furnished,2,north-west,Budget,New Property,1,4.0
1750.0,Independent Builder Floor,sector 65,1,3,Emaar Emerald Hills,437.5,0,4,Semi-Furnished,3,north,Luxury,Relatively New,0,2.7
2500.0,Independent Builder Floor,sector 57,1,4,"Sector 57, Gurgaon",625.0,1,4,Semi-Furnished,3,east,Budget,New Property,1,2.9
1508.0,Flat,sector 62,1,2,emaar digihomes,754.0,0,2,Unfurnished,1,west,Luxury,Relatively New,0,3.6
3240.0,Independent House,sector 50,0,4,Unitech Deerwood Chase,810.0,1,4,Semi-Furnished,3,north-east,Luxury,Old Property,0,14.0
1983.0,Flat,sector 50,1,4,unitech escape,661.0,0,3,Unfurnished,2,north,Budget,Old Property,0,3.3
1457.0,Flat,sector 33,1,2,eldeco accolade,728.5,1,2,Unfurnished,1,east,Semi-Luxury,Relatively New,1,1.46
1870.0,Flat,sector 37,1,3,bptp park generations,623.3333333333334,0,3,Unfurnished,3,west,Luxury,Relatively New,0,2.1
900.0,Independent House,sector 15,0,2,"Patel Nagar, Gurgaon",900.0,0,1,Unfurnished,0,not available,Budget,Old Property,0,1.25
1810.0,Flat,sector 81,1,3,bestech park view ananda,603.3333333333334,0,3,Unfurnished,3+,north-west,Semi-Luxury,Moderately Old,0,2.15
2072.0,Flat,sector 108,1,3,sobha city,690.6666666666666,0,3,Unfurnished,2,east,Luxury,Relatively New,0,4.1
2407.0,Flat,sector 33,1,4,central park flower valley aqua front towers,601.75,1,4,Semi-Furnished,3+,north,Budget,Relatively New,1,3.75
1350.0,Flat,sector 84,1,2,antriksh heights,675.0,0,2,Unfurnished,3,west,Budget,Relatively New,0,1.15
2430.0,Independent Builder Floor,sector 70,1,4,"Block H South city 2, Gurgaon",607.5,1,4,Semi-Furnished,2,north-east,Budget,New Property,1,3.95
8500.0,Independent House,sector 72,1,4,"Sector 72A, Gurgaon",2833.3333333333335,1,3,Unfurnished,1,north,Semi-Luxury,Relatively New,1,17.0
2800.0,Independent Builder Floor,sector 43,1,4,"Sushant Lok Phase 1, Gurgaon",700.0,1,4,Semi-Furnished,3+,east,Semi-Luxury,New Property,0,5.85
1130.0,Flat,gwal pahari,1,2,suncity vatsal valley,565.0,0,2,Semi-Furnished,2,north,Luxury,New Property,0,1.5
2367.0,Independent House,sector 46,0,8,"Sector 46, Gurgaon",295.875,0,8,Semi-Furnished,3+,north-west,Semi-Luxury,Old Property,0,9.0
1611.0,Flat,sector 63,1,3,anant raj estates,537.0,0,3,Semi-Furnished,2,east,Semi-Luxury,Relatively New,0,2.5
1450.0,Flat,sector 84,1,2,antriksh heights,725.0,0,2,Unfurnished,2,north-west,Budget,Relatively New,0,1.3
1895.0,Flat,sector 86,1,4,microtek greenburg,631.6666666666666,1,3,Semi-Furnished,3+,east,Budget,Relatively New,0,2.95
639.0,Independent House,sector 110,1,2,"Sector 110, Gurgaon",319.5,0,2,Unfurnished,0,not available,Budget,Moderately Old,0,0.71
1889.0,Flat,sector 102,1,3,adani m2k oyster grande,629.6666666666666,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,0,2.49
6228.0,Independent House,sector 109,0,6,International City by SOBHA Phase 2,1245.6,1,5,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,9.5
4525.0,Independent Builder Floor,sector 26,1,5,DLF Phase 1 Ultra Luxury Builder Floors,1131.25,1,4,Semi-Furnished,2,north,Semi-Luxury,Relatively New,1,5.8
2590.0,Flat,sector 62,1,3,pioneer urban presidia,863.3333333333334,1,3,Unfurnished,3,east,Semi-Luxury,Relatively New,0,6.7
2400.0,Flat,sector 69,1,5,tulip purple,600.0,1,4,Furnished,3+,east,Luxury,Relatively New,0,2.68
2450.0,Flat,sector 104,1,4,puri emerald bay,816.6666666666666,1,3,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,0,3.7
1458.0,Independent House,sector 31,0,6,"Sector 31, Gurgaon",243.0,0,6,Unfurnished,3,east,Budget,Old Property,0,5.67
2700.0,Flat,sector 84,1,4,ss linden floors,675.0,1,4,Unfurnished,2,north,Budget,New Property,0,3.15
3500.0,Independent Builder Floor,sector 43,1,5,Sushant Lok 1 Builder Floors,875.0,0,4,Semi-Furnished,2,west,Budget,New Property,0,6.75
1503.0,Independent House,sector 78,0,3,Ganga Valley,501.0,0,3,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,2.22
990.0,Independent Builder Floor,sector 37,1,2,Signature Global City,495.0,0,2,Unfurnished,3,north-east,Budget,New Property,0,1.18
2746.0,Flat,sector 107,1,5,m3m woodshire,686.5,1,4,Unfurnished,3+,north-east,Luxury,Relatively New,1,2.4
2350.0,Flat,sector 48,1,3,central park 2 bellevue,783.3333333333334,1,3,Unfurnished,3,north-east,Semi-Luxury,Old Property,0,3.75
7600.0,Independent House,sector 43,1,7,Private Garden & Terrace,1266.6666666666667,1,6,Semi-Furnished,3+,north-west,Luxury,Relatively New,1,13.75
1395.0,Independent Builder Floor,sector 63,1,3,Anant Raj Estates,465.0,1,3,Semi-Furnished,2,east,Budget,New Property,1,2.3
1449.0,Independent House,sector 7,0,3,"Sector 7, Gurgaon",483.0,0,3,Unfurnished,2,east,Budget,Old Property,0,3.2
4500.0,Independent Builder Floor,sector 47,1,4,"Malibu Town, Gurgaon",1125.0,0,4,Unfurnished,3,not available,Budget,New Property,0,6.25
1557.0,Independent House,sector 1,0,4,Ansals Palam Vihar,389.25,0,4,Unfurnished,2,south,Semi-Luxury,Moderately Old,0,4.1
7200.0,Independent House,sector 43,0,7,"Sushant Lok Phase 1, Gurgaon",1028.5714285714287,1,7,Furnished,2,east,Semi-Luxury,Relatively New,1,28.0
1255.0,Independent Builder Floor,sector 33,1,2,Central Park Flower Valley Cerise Floors,627.5,0,2,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,1.75
1975.0,Flat,sector 85,1,4,orris carnation residency,493.75,0,4,Unfurnished,3,north,Budget,Moderately Old,0,1.68
2583.0,Independent House,sector 50,0,4,Unitech Nirvana Birch Court,645.75,1,4,Unfurnished,3+,east,Semi-Luxury,Old Property,1,11.5
2250.0,Independent House,sector 33,0,3,Central Park Flower Valley,750.0,1,3,Unfurnished,3,west,Budget,Relatively New,0,7.75
1296.0,Flat,sector 67,1,2,ireo the corridors,648.0,0,2,Unfurnished,2,east,Luxury,Relatively New,0,2.1
5530.0,Flat,sector 28,1,5,sahara grace,1382.5,1,4,Semi-Furnished,3+,east,Luxury,Old Property,0,10.5
2367.0,Independent House,sector 57,0,9,"Sector 57, Gurgaon",263.0,0,9,Unfurnished,2,north,Semi-Luxury,Moderately Old,1,8.75
2700.0,Independent Builder Floor,sector 43,1,4,Luxury Builder Floor In Sushant Lok 1,675.0,1,4,Unfurnished,2,west,Budget,New Property,1,4.15
1836.0,Independent Builder Floor,sector 57,1,3,"Sector 57, Gurgaon",612.0,0,3,Semi-Furnished,2,north-east,Budget,New Property,0,2.45
4680.0,Independent House,sector 1,0,6,Ansals Palam Vihar,780.0,0,6,Semi-Furnished,3+,east,Semi-Luxury,Moderately Old,1,9.0
1883.0,Flat,sector 92,1,4,sare homes,470.75,0,4,Unfurnished,3,east,Budget,Moderately Old,0,1.7
2250.0,Independent House,sector 14,0,3,Sector 14 RWA,750.0,1,3,Unfurnished,3,south-east,Semi-Luxury,Old Property,1,6.1
2704.0,Flat,sector 54,1,5,dlf park place,676.0,1,4,Furnished,3,north-east,Luxury,Old Property,0,9.85
4500.0,Independent House,sector 41,0,5,"Block I South City 1, Gurgaon",900.0,1,5,Unfurnished,2,north-west,Budget,Old Property,1,16.5
7100.0,Independent House,sector 45,1,6,"Greenwood City, Gurgaon",1420.0,1,5,Semi-Furnished,3,north-east,Luxury,Relatively New,1,8.35
2720.0,Flat,sector 93,1,4,spaze privvy the address,680.0,0,4,Furnished,0,north-east,Semi-Luxury,Moderately Old,0,3.1
1580.0,Flat,sector 112,1,2,tata gurgaon gateway,790.0,0,2,Unfurnished,2,north-east,Luxury,New Property,0,2.5
4795.0,Flat,sector 62,1,5,pioneer urban presidia,959.0,1,5,Semi-Furnished,3,east,Luxury,New Property,0,12.5
2450.0,Flat,sector 99,1,5,pareena coban residences,612.5,1,4,Furnished,3+,north-east,Budget,Relatively New,0,2.5
1728.0,Independent House,sector 71,0,4,Unitech Alder Grove,432.0,1,4,Unfurnished,3+,north-east,Luxury,Relatively New,1,4.09
2026.0,Flat,sector 37,1,4,piedmont taksila heights,506.5,1,4,Unfurnished,3+,south-east,Semi-Luxury,Moderately Old,0,1.75
1427.0,Independent House,sector 7,0,2,"Sector 7 Extension, Gurgaon",475.6666666666667,0,3,Unfurnished,1,not available,Budget,Old Property,0,3.15
1975.0,Flat,sector 65,1,4,emaar mgf emerald floors premier,493.75,1,4,Unfurnished,1,north,Budget,Moderately Old,0,4.0
6300.0,Independent House,sector 48,0,5,Vipul Tatvam Villa,1260.0,1,5,Unfurnished,3+,north,Luxury,Moderately Old,1,22.0
2660.0,Flat,sector 81,1,4,bestech park view grand spa,886.6666666666666,1,3,Unfurnished,3+,east,Semi-Luxury,Moderately Old,0,3.43
1578.0,Flat,sector 37,1,2,imperia the esfera,789.0,0,2,Unfurnished,3,east,Budget,New Property,0,1.26
750.0,Independent House,sector 104,0,3,"Shankar Vihar, Gurgaon",375.0,0,2,Unfurnished,1,not available,Semi-Luxury,Relatively New,1,1.1
1704.0,Flat,sector 69,1,3,tulip yellow,568.0,0,3,Furnished,3+,east,Luxury,New Property,0,2.44
1750.0,Flat,sector 84,1,3,ss the coralwood,583.3333333333334,0,3,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,1.79
1800.0,Independent House,sector 26,0,7,"DLF Phase 1, Gurgaon",300.0,1,6,Semi-Furnished,3,north-east,Semi-Luxury,Relatively New,1,9.0
2250.0,Independent House,sector 53,0,5,"Sector 53, Gurgaon",450.0,0,5,Unfurnished,2,not available,Semi-Luxury,Relatively New,0,4.0
4500.0,Independent House,sector 50,0,5,Unitech Nirvana Birch Court,900.0,1,5,Unfurnished,3,east,Semi-Luxury,Moderately Old,0,15.0
1845.0,Independent House,sector 7,0,5,"Jyoti Park, Gurgaon",307.5,1,6,Unfurnished,2,north-east,Luxury,Old Property,1,2.75
936.0,Independent House,sector 40,0,4,"Sector 40, Gurgaon",234.0,0,4,Unfurnished,3,north,Luxury,Old Property,1,3.5
1150.0,Independent Builder Floor,sector 70,1,3,BPTP Green Oaks,383.3333333333333,1,3,Unfurnished,2,east,Luxury,Relatively New,1,1.7
2700.0,Independent Builder Floor,sector 52,1,4,"Ardee City, Gurgaon",675.0,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,3.5
5400.0,Independent House,sector 109,0,4,International City by Sobha Phase 1,1350.0,1,4,Unfurnished,3+,east,Budget,Relatively New,1,8.5
2400.0,Independent Builder Floor,sector 25,1,4,300SQYD FLOOR CHEAPEST DEAL,600.0,1,4,Furnished,2,east,Budget,Relatively New,1,3.91
2100.0,Independent Builder Floor,sector 43,1,4,"DLF Phase 5, Gurgaon",525.0,1,4,Semi-Furnished,3+,south-west,Luxury,New Property,0,6.25
1200.0,Independent House,sector 57,0,2,Housing Board Colony,400.0,0,3,Unfurnished,0,not available,Budget,Relatively New,0,0.42
2132.0,Flat,sector 81,1,3,dlf the ultima,710.6666666666666,1,3,Furnished,2,south-west,Luxury,Relatively New,0,3.66
1494.0,Flat,sector 89,1,3,m3m soulitude,498.0,1,3,Unfurnished,3,north-east,Luxury,New Property,1,1.7
1942.0,Flat,sector 102,1,4,conscient heritage max,647.3333333333334,1,3,Unfurnished,3+,east,Budget,Relatively New,0,2.49
3240.0,Independent House,sector 41,0,5,"South City 1, Gurgaon",648.0,1,5,Unfurnished,3+,east,Semi-Luxury,Relatively New,1,10.75
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Unfurnished,1,north-east,Luxury,Relatively New,1,2.28
2160.0,Independent House,sector 50,0,5,Unitech Aspen Greens,540.0,1,4,Semi-Furnished,3,east,Semi-Luxury,Old Property,0,10.5
2700.0,Flat,sector 113,1,3,la vida by tata housing,900.0,1,3,Unfurnished,3,east,Budget,Relatively New,0,4.0
5951.0,Independent House,sector 70,0,4,BPTP Astaire Gardens,1487.75,1,4,Unfurnished,3,north,Semi-Luxury,New Property,1,6.45
2500.0,Independent Builder Floor,sector 50,1,4,SECTOR 50 AVENUE EXTENTION ROAD,625.0,1,4,Semi-Furnished,2,south-east,Luxury,New Property,1,3.39
1385.0,Flat,sector 106,1,2,paras dews,692.5,0,2,Furnished,3+,east,Luxury,Relatively New,0,1.85
3618.0,Independent Builder Floor,sector 24,1,4,"U Block DLF Phase 3, Gurgaon",904.5,1,4,Semi-Furnished,3+,east,Luxury,New Property,1,5.5
1150.0,Flat,sector 81,1,3,vipul lavanya,383.3333333333333,0,3,Unfurnished,2,south,Budget,Moderately Old,0,1.6
2300.0,Independent Builder Floor,sector 50,1,4,Unitech Escape,575.0,0,4,Semi-Furnished,3,north-east,Semi-Luxury,New Property,1,5.45
4500.0,Independent House,sector 109,0,5,International City by Sobha Phase 1,900.0,1,5,Unfurnished,3+,north,Semi-Luxury,Relatively New,0,20.75
1620.0,Independent Builder Floor,sector 63,1,3,"Sector 63A, Gurgaon",540.0,1,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,2.2
1099.0,Flat,sector 104,1,2,hero homes,549.5,0,2,Unfurnished,2,east,Budget,New Property,0,1.52
2800.0,Flat,sector 60,1,5,ireo skyon,700.0,1,4,Unfurnished,3,east,Semi-Luxury,Relatively New,0,5.6
2660.0,Flat,sector 81,1,4,bestech park view grand spa,886.6666666666666,1,3,Unfurnished,3+,east,Budget,Relatively New,0,3.45
3240.0,Independent House,sector 28,0,6,"Galleria Market, Gurgaon",648.0,1,5,Unfurnished,3+,east,Semi-Luxury,Moderately Old,1,14.0
1692.0,Flat,sector 102,1,3,shapoorji pallonji joyville gurugram,564.0,0,3,Unfurnished,3,north-east,Semi-Luxury,New Property,1,2.35
3500.0,Independent Builder Floor,sector 46,1,4,Private Builder Floor,875.0,1,4,Semi-Furnished,2,north-east,Luxury,Relatively New,0,4.0
1700.0,Flat,sector 104,1,3,puri emerald bay,850.0,1,2,Unfurnished,3,north,Luxury,Relatively New,0,2.35
1836.0,Independent House,sector 49,0,4,"Rosewood City, Gurgaon",459.0,0,4,Unfurnished,2,east,Semi-Luxury,Old Property,1,6.5
6650.0,Independent House,sector 54,1,6,Ultra-Luxury Villa,1330.0,1,5,Semi-Furnished,3,north,Luxury,Moderately Old,1,11.75
450.0,Independent House,sector 7,0,3,"Jyoti Park, Gurgaon",225.0,0,2,Unfurnished,2,north-east,Budget,Moderately Old,0,0.75
1660.0,Flat,sector 81,1,2,bestech park view ananda,553.3333333333334,0,3,Unfurnished,3+,south-east,Semi-Luxury,Moderately Old,0,1.83
1960.0,Flat,sector 82,1,3,mapsko casa bella,653.3333333333334,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,0,2.3
4500.0,Independent Builder Floor,sector 28,1,5,"DLF Phase 4, Gurgaon",1125.0,1,4,Semi-Furnished,3,east,Budget,New Property,1,8.0
2700.0,Independent Builder Floor,sector 43,1,4,"B Block Sushant Lok Phase 1, Gurgaon",675.0,0,4,Unfurnished,2,south-west,Budget,New Property,1,4.75
1484.0,Flat,sector 67,1,2,ireo the corridors,742.0,0,2,Unfurnished,2,north,Budget,Relatively New,0,2.48
2100.0,Flat,sector 81,1,4,dlf the ultima,700.0,1,3,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,3.7
7283.0,Flat,sector 102,1,7,adani m2k oyster grande,1456.6,1,5,Unfurnished,3,north-east,Semi-Luxury,Old Property,0,7.85
1665.0,Flat,sector 106,1,3,godrej meridien,555.0,0,3,Unfurnished,3+,north,Budget,New Property,0,2.75
1945.0,Flat,sector 79,1,3,supertech araville,648.3333333333334,0,3,Semi-Furnished,3,east,Luxury,Moderately Old,0,1.57
1770.0,Flat,sector 28,1,4,dlf regency park 2,590.0,1,3,Unfurnished,3,south,Luxury,Old Property,0,3.65
1225.0,Flat,sector 81,1,2,vipul lavanya,612.5,0,2,Unfurnished,2,east,Budget,Moderately Old,0,1.03
1750.0,Flat,sector 109,1,3,ats tourmaline,583.3333333333334,0,3,Unfurnished,3+,north-east,Luxury,Relatively New,1,2.15
1825.0,Flat,sector 84,1,3,antriksh heights,608.3333333333334,0,3,Unfurnished,3+,north,Semi-Luxury,Relatively New,1,1.51
1630.0,Flat,sector 88,1,2,godrej icon,815.0,0,2,Unfurnished,3+,north-east,Budget,Relatively New,0,1.81
3762.0,Independent Builder Floor,sector 43,1,5,"A Block Sushant Lok Phase - 3, Gurgaon",940.5,1,4,Unfurnished,2,west,Semi-Luxury,New Property,0,4.45
1750.0,Flat,sector 109,1,3,ats tourmaline,583.3333333333334,0,3,Unfurnished,3+,north-east,Budget,Relatively New,1,2.1
2550.0,Flat,sector 72,1,3,tata primanti,850.0,1,3,Unfurnished,2,north-east,Luxury,Moderately Old,0,5.2
1457.0,Flat,sector 33,1,2,eldeco acclaim,728.5,0,2,Unfurnished,3,east,Luxury,Relatively New,0,1.55
1050.0,Independent Builder Floor,sector 82,1,2,Vatika Iris Floors,525.0,0,2,Unfurnished,2,east,Luxury,Moderately Old,0,1.23
3000.0,Independent Builder Floor,sector 46,1,4,Private Builder Floor,750.0,1,4,Semi-Furnished,2,north-east,Luxury,New Property,0,3.0
8000.0,Independent House,sector 109,1,7,International City by Sobha Phase 1,1333.3333333333333,1,6,Semi-Furnished,3+,east,Semi-Luxury,Moderately Old,0,19.0
5760.0,Independent House,sector 111,0,5,Puri Diplomatic Greens,1152.0,1,5,Unfurnished,3+,north,Luxury,Moderately Old,1,17.0
2000.0,Flat,sector 65,1,4,m3m heights,666.6666666666666,1,3,Unfurnished,3,north,Semi-Luxury,Relatively New,0,3.88
1805.0,Flat,sector 93,1,3,spaze privvy the address,601.6666666666666,0,3,Unfurnished,3,east,Luxury,Moderately Old,0,1.5
2275.0,Flat,sector 84,1,3,spaze privy at4,758.3333333333334,1,3,Unfurnished,2,south,Budget,Relatively New,0,2.1
7246.0,Independent House,sector 43,0,10,"Sushant Lok, Gurgaon",724.6,0,10,Unfurnished,0,not available,Budget,Moderately Old,0,25.0
3618.0,Independent House,sector 25,0,5,"DLF Phase 2, Gurgaon",904.5,1,4,Furnished,3+,south,Semi-Luxury,Moderately Old,1,21.0
2149.0,Flat,sector 102,1,4,conscient heritage max,716.3333333333334,1,3,Unfurnished,3+,north-east,Semi-Luxury,Moderately Old,0,3.05
2250.0,Independent Builder Floor,sector 67,1,3,Ansal API Esencia,750.0,1,3,Unfurnished,2,east,Semi-Luxury,Relatively New,0,2.35
5514.0,Flat,sector 62,1,7,pioneer araya,1102.8,1,5,Semi-Furnished,3+,north,Luxury,Relatively New,1,18.9
1690.0,Flat,sector 82,1,3,mapsko casa bella,563.3333333333334,0,3,Unfurnished,3,east,Budget,Moderately Old,0,1.65
1855.0,Flat,sector 106,1,3,godrej meridien,618.3333333333334,0,3,Unfurnished,3+,west,Semi-Luxury,Relatively New,0,2.8
1500.0,Independent House,sector 70,0,4,"New, Gurgaon",375.0,0,4,Unfurnished,2,not available,Budget,Relatively New,0,3.0
3159.0,Independent House,sector 48,0,4,Vipul Tatvam Villa,789.75,1,4,Unfurnished,2,north-east,Luxury,Old Property,1,11.25
2763.0,Flat,sector 81,1,4,dlf the ultima,690.75,1,4,Unfurnished,3+,east,Luxury,Moderately Old,0,5.0
2400.0,Independent House,sector 33,0,1,Signature Global Park,2400.0,0,1,Unfurnished,1,not available,Budget,Relatively New,0,3.0
3150.0,Flat,sector 104,1,4,ats triumph,787.5,1,4,Unfurnished,3+,north-west,Budget,Relatively New,1,4.0
3078.0,Independent House,sector 50,0,6,Unitech Espace,615.6,1,5,Semi-Furnished,3,east,Luxury,Moderately Old,1,16.25
2430.0,Independent Builder Floor,sector 67,1,3,Ansal API Versalia,607.5,1,4,Semi-Furnished,2,east,Budget,New Property,1,2.55
1789.0,Flat,sector 33,1,3,central park flower valley aqua front towers,596.3333333333334,0,3,Unfurnished,3+,east,Luxury,Relatively New,0,2.65
3240.0,Independent House,sector 66,0,6,Emaar MGF Marbella,648.0,1,5,Semi-Furnished,3+,north-west,Luxury,Moderately Old,1,15.3
2286.0,Independent Builder Floor,sector 51,1,3,"Block N, Mayfield garden, Gurgaon",762.0,1,3,Semi-Furnished,2,north-east,Budget,New Property,0,3.1
4500.0,Flat,sector 72,1,5,tata primanti,1125.0,1,4,Furnished,3+,east,Luxury,Moderately Old,0,8.5
2160.0,Independent Builder Floor,sector 50,1,3,"Nirvana Country, Gurgaon",720.0,1,3,Semi-Furnished,3+,west,Luxury,New Property,1,4.65
2800.0,Independent Builder Floor,sector 82,1,4,Vatika India Next,700.0,1,4,Semi-Furnished,3,north,Budget,New Property,0,3.5
1274.0,Flat,sector 33,1,2,central park flower valley flamingo floors,424.6666666666667,0,3,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,2.35
2164.0,Flat,sector 58,1,4,ireo the grand arch,721.3333333333334,1,3,Unfurnished,1,east,Semi-Luxury,Relatively New,0,5.12
3240.0,Independent House,sector 28,0,10,DLF Galleria,324.0,1,10,Semi-Furnished,3+,north-east,Luxury,New Property,0,12.5
2160.0,Independent House,sector 50,0,6,"Nirvana Villa, Sector 50, Gurgaon",540.0,1,4,Semi-Furnished,2,north,Semi-Luxury,Old Property,0,11.0
2225.0,Flat,sector 90,1,4,dlf regal gardens,556.25,0,4,Unfurnished,3,north-east,Semi-Luxury,New Property,1,2.9
10000.0,Independent House,sector 25,1,10,"DLF Phase 2, Gurgaon",1250.0,1,8,Unfurnished,3+,north-east,Luxury,Old Property,1,29.5
720.0,Independent House,sector 105,0,2,"Maruti Kunj, Gurgaon",360.0,0,2,Unfurnished,0,not available,Budget,Moderately Old,0,0.35
2800.0,Independent House,sector 86,0,4,DLF New Town Heights 2,560.0,1,5,Furnished,3,east,Semi-Luxury,Relatively New,1,5.0
3198.0,Independent Builder Floor,sector 102,1,4,Adani M2K Oyster Grande,799.5,1,4,Unfurnished,3+,north,Semi-Luxury,Moderately Old,0,3.81
4848.0,Flat,sector 112,1,6,experion windchants,1212.0,1,4,Unfurnished,3+,west,Semi-Luxury,Moderately Old,0,8.0
1494.0,Independent Builder Floor,sector 89,1,3,M3M Soulitude,498.0,0,3,Unfurnished,3,east,Semi-Luxury,Relatively New,0,1.62
1600.0,Flat,sector 61,1,3,smart world orchard,533.3333333333334,0,3,Unfurnished,2,north-east,Luxury,New Property,0,2.65
2290.0,Flat,sector 104,1,3,ats triumph,763.3333333333334,1,3,Unfurnished,3,east,Semi-Luxury,Relatively New,0,2.71
900.0,Independent House,sector 69,0,4,Tulip White,225.0,0,4,Unfurnished,3,west,Budget,Relatively New,0,2.85
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Semi-Furnished,2,east,Luxury,Relatively New,0,2.4
1449.0,Independent House,sector 4,0,3,"Sector 4, Gurgaon",483.0,0,3,Unfurnished,1,north-east,Semi-Luxury,Old Property,1,3.35
1800.0,Independent House,sector 26,0,3,East 12 Mtr Lane,450.0,1,4,Unfurnished,2,east,Semi-Luxury,Old Property,0,7.75
2160.0,Independent House,sector 50,0,4,Unitech Deerwood Chase,540.0,1,4,Semi-Furnished,3,north,Budget,Moderately Old,0,9.2
4739.0,Flat,sector 112,1,5,experion windchants,1184.75,1,4,Unfurnished,3+,south-west,Budget,Relatively New,0,7.76
3240.0,Independent House,sector 26,0,5,"DLF Phase 1, Gurgaon",810.0,0,4,Unfurnished,3+,north-east,Budget,Relatively New,0,10.0
800.0,Independent House,sector 105,0,3,"Block B Rajendra Park, Gurgaon",266.6666666666667,0,3,Unfurnished,2,east,Budget,Relatively New,0,1.16
2440.0,Flat,sector 67,1,3,ireo victory valley,813.3333333333334,1,3,Semi-Furnished,3,south-east,Luxury,Relatively New,1,4.5
1494.0,Independent Builder Floor,sector 89,1,3,M3M Soulitude,498.0,0,3,Unfurnished,2,north-west,Luxury,New Property,0,1.58
1400.0,Independent House,sector 110,1,2,"New Palam Vihar, Gurgaon",700.0,0,2,Unfurnished,0,not available,Budget,Moderately Old,0,1.5
1220.0,Flat,sector 82,1,2,mapsko casa bella,610.0,0,2,Unfurnished,3,north-west,Semi-Luxury,Relatively New,0,1.33
3495.0,Flat,sector 81,1,4,bestech park view grand spa,873.75,1,4,Unfurnished,3+,east,Budget,Relatively New,0,4.5
2725.0,Flat,sector 53,1,4,parsvnath exotica,908.3333333333334,1,3,Unfurnished,3+,east,Semi-Luxury,Old Property,0,5.8
2700.0,Independent Builder Floor,sector 43,1,4,"B Block Sushant Lok Phase 1, Gurgaon",675.0,0,4,Unfurnished,2,not available,Budget,New Property,0,4.5
